hh_id,perid,household_serial_no,pnum,age,sex,miltary,pemploy,pstudent,ptype,educ,grade,occen5,occsoc5,indcen,weeks,hours,rac1p,hisp,version,timeFactorWork,timeFactorNonWork,SampleRate
603409,1625180,0,1,2,2,0,4,3,8,1,0,0,00-0000,0,5,0,8,2,0,0.56,0.61,1.0
603409,1625181,0,2,6,1,0,4,1,7,1,2,0,00-0000,0,5,0,1,2,0,0.63,0.68,1.0
603409,1625182,0,3,17,2,0,3,1,6,1,5,0,00-0000,0,5,0,1,2,0,0.69,0.73,1.0
603409,1625183,0,4,25,1,0,1,3,1,1,0,0,51-1011,0,1,35,1,2,0,0.62,0.68,1.0
603409,1625184,0,5,54,2,0,3,3,4,13,0,0,11-1021,0,5,0,1,2,0,1.41,1.38,1.0
603410,1625185,0,1,2,1,0,4,3,8,1,0,0,00-0000,0,5,0,8,2,0,0.54,0.6,1.0
603410,1625186,0,2,5,2,0,4,1,8,1,2,0,00-0000,0,5,0,8,2,0,0.75,0.79,1.0
603410,1625187,0,3,6,2,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,0.77,0.81,1.0
603410,1625188,0,4,12,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,2,0,0.79,0.83,1.0
603410,1625189,0,5,13,1,0,4,1,7,1,5,0,00-0000,0,5,0,8,2,0,2.19,2.03,1.0
603410,1625190,0,6,13,1,0,4,1,7,1,5,0,00-0000,0,5,0,8,2,0,0.7,0.75,1.0
603410,1625191,0,7,16,2,0,3,1,6,1,5,0,00-0000,0,5,0,8,2,0,1.72,1.65,1.0
603410,1625192,0,8,42,2,0,3,3,4,9,0,0,31-1010,0,5,0,9,2,0,0.56,0.61,1.0
603410,1625193,0,9,2,2,0,4,3,8,1,0,0,00-0000,0,5,0,9,2,0,0.62,0.68,1.0
603411,1625194,0,1,54,1,0,3,3,4,9,0,0,45-1010,0,5,0,7,1,0,1.36,1.34,1.0
603411,1625195,0,2,27,2,0,2,3,2,9,0,0,51-1011,0,5,0,1,1,0,1.13,1.14,1.0
603411,1625196,0,3,47,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,3.55,3.11,1.0
603412,1625197,0,1,16,2,0,3,1,6,1,5,0,00-0000,0,5,0,1,2,0,2.5,2.28,1.0
603412,1625198,0,2,20,1,0,3,3,4,9,0,0,51-1011,0,5,0,8,2,0,2.18,2.03,1.0
603412,1625199,0,3,41,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,2,0,0.37,0.43,1.0
603412,1625200,0,4,50,2,0,3,3,4,9,0,0,00-0000,0,5,0,8,2,0,0.67,0.72,1.0
603413,1625201,0,1,42,2,0,1,3,1,13,0,0,11-1021,0,1,35,9,1,0,0.75,0.79,1.0
603413,1625202,0,2,47,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.51,0.57,1.0
603414,1625203,0,1,37,1,0,2,2,3,9,6,0,11-1021,0,1,0,8,2,0,0.79,0.83,1.0
603414,1625204,0,2,34,1,0,1,3,1,9,0,0,31-1010,0,1,35,1,1,0,1.53,1.48,1.0
603414,1625205,0,3,55,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,1.09,1.11,1.0
603415,1625206,0,1,49,1,0,1,3,1,9,0,0,51-1011,0,1,35,1,1,0,1.38,1.36,1.0
603415,1625207,0,2,51,1,0,1,3,1,9,0,0,45-1010,0,1,35,1,1,0,0.64,0.69,1.0
603415,1625208,0,3,77,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.5,0.56,1.0
603416,1625209,0,1,10,2,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,0.56,0.62,1.0
603416,1625210,0,2,12,2,0,4,1,7,1,2,0,00-0000,0,5,0,6,2,0,1.39,1.37,1.0
603416,1625211,0,3,12,1,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,0.18,0.23,1.0
603416,1625212,0,4,17,2,0,3,1,6,1,5,0,00-0000,0,5,0,8,2,0,0.87,0.91,1.0
603416,1625213,0,5,32,1,0,1,3,1,1,0,0,45-1010,0,1,35,8,2,0,0.47,0.53,1.0
603416,1625214,0,6,45,2,0,3,3,4,1,0,0,31-1010,0,5,0,6,2,0,0.27,0.32,1.0
603417,1625215,0,1,11,2,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,1.54,1.5,1.0
603417,1625216,0,2,25,2,0,1,2,1,13,6,0,31-1010,0,1,35,1,2,0,0.14,0.19,1.0
603417,1625217,0,3,50,2,0,1,3,1,9,0,0,41-1011,0,1,35,1,2,0,1.68,1.61,1.0
603417,1625218,0,4,52,1,0,1,3,1,13,0,0,41-1011,0,1,35,8,2,0,0.87,0.91,1.0
603418,1625219,0,1,47,2,0,2,3,2,9,0,0,31-1010,0,1,0,1,2,0,0.39,0.44,1.0
603418,1625220,0,2,27,1,0,1,2,1,9,6,0,45-1010,0,1,35,1,1,0,1.19,1.19,1.0
828648,2282213,0,1,17,1,0,3,1,6,1,5,0,00-0000,0,5,0,8,2,0,1.42,1.39,1.0
828648,2282214,0,2,20,2,0,2,3,2,9,0,0,31-1010,0,1,0,8,2,0,0.71,0.75,1.0
828648,2282215,0,3,63,1,0,3,3,4,13,0,0,00-0000,0,5,0,1,2,0,1.29,1.28,1.0
828648,2282216,0,4,49,1,0,1,3,1,9,0,0,41-1011,0,1,35,8,2,0,0.41,0.46,1.0
828649,2282217,0,1,73,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.24,0.29,1.0
828650,2282218,0,1,11,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,0.54,0.59,1.0
828650,2282219,0,2,42,2,0,3,3,4,9,0,0,00-0000,0,5,0,1,1,0,1.5,1.46,1.0
828651,2282220,0,1,10,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,0.69,0.74,1.0
828651,2282221,0,2,52,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.37,0.43,1.0
828651,2282222,0,3,56,2,0,3,3,4,9,0,0,41-1011,0,5,0,1,1,0,0.44,0.5,1.0
828652,2282223,0,1,87,2,0,3,3,5,9,0,0,51-1011,0,5,0,1,1,0,1.05,1.07,1.0
828652,2282224,0,2,87,1,0,3,3,5,9,0,0,31-1010,0,5,0,1,1,0,1.49,1.45,1.0
828653,2282225,0,1,17,1,0,3,1,6,1,5,0,00-0000,0,5,0,1,1,0,0.4,0.46,1.0
828653,2282226,0,2,60,1,0,3,3,4,9,0,0,00-0000,0,5,0,1,1,0,0.48,0.54,1.0
828654,2282227,0,1,28,2,0,1,3,1,13,0,0,11-1021,0,1,35,2,1,0,0.42,0.48,1.0
828654,2282228,0,2,44,1,0,1,3,1,9,0,0,51-1011,0,1,35,2,1,0,0.21,0.26,1.0
828654,2282229,0,3,4,1,0,4,3,8,1,0,0,00-0000,0,5,0,2,1,0,0.17,0.21,1.0
828655,2282230,0,1,54,2,0,1,3,1,9,0,0,11-1021,0,1,35,8,2,0,1.04,1.06,1.0
828655,2282231,0,2,51,1,0,3,3,4,13,0,0,11-1021,0,5,0,8,2,0,0.76,0.8,1.0
828656,2282232,0,1,67,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,2,0,0.57,0.62,1.0
828656,2282233,0,2,58,1,0,3,3,4,13,0,0,11-1021,0,5,0,1,1,0,0.93,0.96,1.0
828657,2282234,0,1,22,1,0,1,3,1,9,0,0,41-1011,0,1,35,9,1,0,2.9,2.6,1.0
828657,2282235,0,2,21,2,0,1,3,1,9,0,0,41-1011,0,1,35,9,1,0,0.43,0.49,1.0
828657,2282236,0,3,30,1,0,1,3,1,9,0,0,41-1011,0,1,35,9,1,0,1.3,1.29,1.0
828658,2282237,0,1,61,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.32,0.38,1.0
828658,2282238,0,2,44,1,0,3,3,4,9,0,0,45-1010,0,5,0,1,1,0,0.41,0.46,1.0
828659,2282239,0,1,63,2,0,3,3,4,9,0,0,00-0000,0,5,0,1,1,0,0.72,0.76,1.0
828659,2282240,0,2,82,2,0,3,3,5,1,0,0,00-0000,0,5,0,1,1,0,1.07,1.08,1.0
828660,2282241,0,1,70,2,0,2,3,2,9,0,0,51-1011,0,1,0,1,2,0,0.77,0.81,1.0
828660,2282242,0,2,48,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.32,0.38,1.0
828661,2282243,0,1,34,1,0,1,3,1,9,0,0,45-1010,0,1,35,1,2,0,2.38,2.19,1.0
828661,2282244,0,2,37,2,0,1,2,1,9,6,0,31-1010,0,1,35,8,2,0,0.66,0.71,1.0
828661,2282245,0,3,3,1,0,4,3,8,1,0,0,00-0000,0,5,0,8,2,0,0.85,0.89,1.0
828662,2282246,0,1,23,1,0,2,3,2,13,0,0,11-1021,0,1,0,8,2,0,0.42,0.48,1.0
828662,2282247,0,2,62,2,0,3,3,4,1,0,0,31-1010,0,5,0,8,2,0,0.57,0.62,1.0
828662,2282248,0,3,34,1,0,1,3,1,13,0,0,11-1021,0,1,35,8,2,0,0.46,0.52,1.0
828662,2282249,0,4,64,1,0,3,3,4,1,0,0,00-0000,0,5,0,1,2,0,0.28,0.33,1.0
828663,2282250,0,1,19,2,0,3,2,3,9,6,0,00-0000,0,5,0,8,2,0,0.43,0.48,1.0
828663,2282251,0,2,19,2,0,3,2,3,9,6,0,11-1021,0,5,0,8,2,0,0.5,0.55,1.0
828663,2282252,0,3,18,2,0,3,1,6,1,5,0,00-0000,0,5,0,1,2,0,0.61,0.66,1.0
828663,2282253,0,4,55,2,0,1,3,1,13,0,0,11-1021,0,1,35,5,2,0,0.41,0.47,1.0
828663,2282254,0,5,54,1,0,1,3,1,9,0,0,41-1011,0,1,35,1,2,0,0.32,0.38,1.0
828664,2282255,0,1,41,2,0,3,3,4,13,0,0,31-1010,0,5,0,1,1,0,1.45,1.41,1.0
828664,2282256,0,2,38,1,0,1,2,1,13,6,0,11-1021,0,1,35,1,1,0,1.5,1.46,1.0
828665,2282257,0,1,40,1,0,3,3,4,9,0,0,00-0000,0,5,0,1,1,0,1.74,1.66,1.0
828665,2282258,0,2,41,1,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,0.91,0.94,1.0
828666,2282259,0,1,58,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.52,0.58,1.0
828666,2282260,0,2,57,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,1.06,1.08,1.0
828667,2282261,0,1,66,1,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.58,0.63,1.0
828667,2282262,0,2,68,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.21,0.26,1.0
828668,2282263,0,1,18,2,0,3,2,3,9,6,0,00-0000,0,5,0,8,2,0,0.69,0.74,1.0
828668,2282264,0,2,47,1,0,1,3,1,1,0,0,45-1010,0,1,35,8,2,0,1.12,1.12,1.0
828668,2282265,0,3,50,2,0,1,3,1,9,0,0,41-1011,0,1,35,8,2,0,0.83,0.87,1.0
828669,2282266,0,1,38,1,0,1,3,1,9,0,0,51-1011,0,1,35,1,1,0,1.06,1.08,1.0
828669,2282267,0,2,36,1,0,1,3,1,1,0,0,45-1010,0,1,35,1,1,0,0.3,0.35,1.0
828670,2282268,0,1,33,1,0,1,3,1,13,0,0,11-1021,0,1,35,9,2,0,1.68,1.61,1.0
828670,2282269,0,2,35,1,0,1,3,1,9,0,0,55-1010,9770,1,35,5,2,0,1.31,1.3,1.0
828671,2282270,0,1,11,1,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,2.17,2.02,1.0
828671,2282271,0,2,11,2,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,0.6,0.66,1.0
828671,2282272,0,3,60,2,0,3,3,4,9,0,0,00-0000,0,5,0,1,2,0,0.56,0.61,1.0
828671,2282273,0,4,55,1,0,1,3,1,13,0,0,11-1021,0,1,35,8,2,0,0.52,0.57,1.0
828672,2282274,0,1,10,1,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,0.88,0.91,1.0
828672,2282275,0,2,41,2,0,3,3,4,9,0,0,11-1021,0,5,0,1,1,0,0.45,0.5,1.0
828673,2282276,0,1,14,2,0,4,1,7,1,5,0,00-0000,0,5,0,8,2,0,0.67,0.72,1.0
828673,2282277,0,2,17,2,0,3,1,6,1,5,0,00-0000,0,5,0,1,2,0,0.38,0.44,1.0
828673,2282278,0,3,33,2,0,3,3,4,9,0,0,31-1010,0,5,0,1,2,0,0.76,0.8,1.0
828673,2282279,0,4,64,2,0,3,3,4,13,0,0,11-1021,0,5,0,8,2,0,0.46,0.52,1.0
828673,2282280,0,5,4,2,0,4,3,8,1,0,0,00-0000,0,5,0,1,2,0,0.44,0.5,1.0
828674,2282281,0,1,8,2,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,0.66,0.71,1.0
828674,2282282,0,2,47,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,2,0,1.34,1.32,1.0
828674,2282283,0,3,30,1,0,1,3,1,13,0,0,11-1021,0,1,35,8,2,0,0.67,0.72,1.0
828675,2282284,0,1,63,1,0,3,3,4,9,0,0,45-1010,0,5,0,1,1,0,0.24,0.3,1.0
828675,2282285,0,2,76,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.56,0.61,1.0
828676,2282286,0,1,18,2,0,3,1,6,1,5,0,00-0000,0,5,0,1,1,0,1.83,1.74,1.0
828676,2282287,0,2,60,2,0,3,3,4,9,0,0,41-1011,0,5,0,8,2,0,0.78,0.82,1.0
828676,2282288,0,3,55,1,0,1,3,1,1,0,0,31-1010,0,1,35,1,1,0,0.43,0.49,1.0
828677,2282289,0,1,20,1,0,3,2,3,9,6,0,00-0000,0,5,0,8,2,0,0.99,1.01,1.0
828677,2282290,0,2,22,1,0,2,2,3,9,6,0,31-1010,0,1,0,8,2,0,1.0,1.02,1.0
828677,2282291,0,3,6,1,0,4,1,7,1,2,0,00-0000,0,5,0,1,2,0,0.48,0.54,1.0
828677,2282292,0,4,23,2,0,1,3,1,9,0,0,41-1011,0,1,35,8,2,0,0.74,0.78,1.0
828677,2282293,0,5,9,1,0,4,1,7,1,2,0,00-0000,0,5,0,1,2,0,0.74,0.78,1.0
828677,2282294,0,6,55,2,0,3,3,4,1,0,0,00-0000,0,5,0,8,2,0,0.66,0.71,1.0
828678,2282295,0,1,59,2,0,2,3,2,9,0,0,11-1021,0,1,0,1,2,0,0.97,1.0,1.0
828678,2282296,0,2,46,1,0,3,3,4,13,0,0,00-0000,0,5,0,1,2,0,2.1,1.96,1.0
828678,2282297,0,3,52,1,0,1,3,1,9,0,0,51-1011,0,1,35,1,2,0,0.8,0.84,1.0
828679,2282298,0,1,11,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,1.45,1.42,1.0
828679,2282299,0,2,41,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.4,0.46,1.0
828680,2282300,0,1,8,2,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,1.07,1.09,1.0
828680,2282301,0,2,7,2,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,1.1,1.11,1.0
828680,2282302,0,3,59,1,0,1,3,1,9,0,0,41-1011,0,1,35,1,2,0,0.8,0.84,1.0
828680,2282303,0,4,49,2,0,1,3,1,13,0,0,11-1021,0,1,35,8,2,0,0.42,0.47,1.0
828681,2282304,0,1,31,1,0,1,3,1,1,0,0,45-1010,0,1,35,1,2,0,0.77,0.81,1.0
828682,2282305,0,1,34,2,0,1,3,1,9,0,0,31-1010,0,1,35,1,2,0,1.53,1.49,1.0
828683,2282306,0,1,31,1,0,1,3,1,1,0,0,31-1010,0,1,35,1,1,0,0.6,0.66,1.0
828684,2282307,0,1,75,1,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,1.55,1.5,1.0
828685,2282308,0,1,52,1,0,2,3,2,1,0,0,45-1010,0,5,35,1,1,0,0.97,1.0,1.0
828686,2282309,0,1,61,1,0,1,3,1,9,0,0,51-1011,0,1,35,1,1,0,2.11,1.97,1.0
828687,2282310,0,1,47,1,0,1,3,1,9,0,0,45-1010,0,1,35,1,1,0,0.87,0.9,1.0
828688,2282311,0,1,46,1,0,3,3,4,9,0,0,00-0000,0,5,0,1,1,0,1.63,1.57,1.0
828689,2282312,0,1,70,2,0,2,3,2,13,0,0,41-1011,0,1,0,1,1,0,0.8,0.84,1.0
828690,2282313,0,1,77,1,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.52,0.58,1.0
828691,2282314,0,1,56,2,0,2,3,2,9,0,0,31-1010,0,1,0,1,1,0,1.2,1.2,1.0
828692,2282315,0,1,31,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.23,0.28,1.0
828693,2282316,0,1,81,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.65,0.7,1.0
828694,2282317,0,1,75,1,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.4,0.46,1.0
828695,2282318,0,1,69,2,0,3,3,5,13,0,0,11-1021,0,5,0,1,1,0,1.15,1.15,1.0
828696,2282319,0,1,62,2,0,3,3,4,9,0,0,00-0000,0,5,0,1,1,0,0.58,0.63,1.0
828697,2282320,0,1,31,1,0,1,3,1,9,0,0,51-1011,0,1,35,9,2,0,0.56,0.62,1.0
828698,2282321,0,1,55,1,0,1,3,1,9,0,0,45-1010,0,1,35,1,1,0,0.95,0.97,1.0
828699,2282322,0,1,58,1,0,1,3,1,1,0,0,45-1010,0,1,35,2,1,0,1.25,1.24,1.0
828700,2282323,0,1,58,2,0,1,3,1,9,0,0,41-1011,0,1,35,1,2,0,0.79,0.83,1.0
828701,2282324,0,1,10,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,2,0,0.15,0.19,1.0
828701,2282325,0,2,30,2,0,1,3,1,9,0,0,11-1021,0,1,35,8,2,0,0.89,0.92,1.0
828701,2282326,0,3,33,1,0,1,3,1,1,0,0,41-1011,0,1,35,8,2,0,0.25,0.31,1.0
828702,2282327,0,1,8,1,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,0.34,0.39,1.0
828702,2282328,0,2,11,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,2,0,0.55,0.61,1.0
828702,2282329,0,3,11,1,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,0.54,0.59,1.0
828702,2282330,0,4,30,1,0,1,3,1,13,0,0,11-1021,0,1,35,6,2,0,0.5,0.55,1.0
828702,2282331,0,5,37,2,0,1,2,1,9,6,0,11-1021,0,1,35,5,2,0,1.02,1.04,1.0
828703,2282332,0,1,40,1,0,1,3,1,1,0,0,51-1011,0,1,35,8,2,0,1.0,1.02,1.0
828703,2282333,0,2,49,2,0,1,3,1,9,0,0,11-1021,0,1,35,8,2,0,0.22,0.27,1.0
828704,2282334,0,1,45,2,0,1,3,1,9,0,0,41-1011,0,1,35,6,1,0,0.64,0.69,1.0
828704,2282335,0,2,30,1,0,1,3,1,1,0,0,45-1010,0,1,35,1,1,0,1.22,1.21,1.0
828705,2282336,0,1,11,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,0.73,0.77,1.0
828705,2282337,0,2,18,1,0,2,3,2,1,0,0,31-1010,0,5,0,1,1,0,0.68,0.73,1.0
828705,2282338,0,3,30,1,0,1,3,1,9,0,0,31-1010,0,1,35,1,1,0,1.5,1.46,1.0
828706,2282339,0,1,22,1,0,2,3,2,1,0,0,31-1010,0,1,0,9,1,0,0.9,0.93,1.0
828706,2282340,0,2,10,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,1.16,1.17,1.0
828706,2282341,0,3,51,1,0,3,3,4,9,0,0,41-1011,0,5,0,1,1,0,0.49,0.55,1.0
828706,2282342,0,4,54,2,0,3,3,4,1,0,0,00-0000,0,5,0,1,1,0,0.76,0.8,1.0
828707,2282343,0,1,41,1,0,1,3,1,9,0,0,11-1021,0,1,35,1,1,0,0.65,0.7,1.0
828707,2282344,0,2,54,2,0,1,3,1,1,0,0,31-1010,0,1,35,1,1,0,0.37,0.42,1.0
828708,2282345,0,1,71,2,0,2,3,2,9,0,0,11-1021,0,1,0,1,1,0,0.84,0.88,1.0
828709,2282346,0,1,28,1,0,1,3,1,9,0,0,45-1010,0,1,35,8,2,0,1.11,1.12,1.0
828709,2282347,0,2,42,2,0,3,3,4,9,0,0,51-1011,0,5,0,1,2,0,1.11,1.12,1.0
828710,2282348,0,1,5,2,0,4,1,8,1,2,0,00-0000,0,5,0,1,2,0,1.13,1.13,1.0
828710,2282349,0,2,5,2,0,4,1,8,1,2,0,00-0000,0,5,0,8,2,0,1.14,1.14,1.0
828710,2282350,0,3,5,2,0,4,1,8,1,2,0,00-0000,0,5,0,1,2,0,1.37,1.35,1.0
828710,2282351,0,4,6,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,2,0,0.67,0.72,1.0
828710,2282352,0,5,7,1,0,4,1,7,1,2,0,00-0000,0,5,0,1,2,0,1.09,1.1,1.0
828710,2282353,0,6,7,1,0,4,1,7,1,2,0,00-0000,0,5,0,1,2,0,3.02,2.7,1.0
828710,2282354,0,7,9,2,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,0.7,0.75,1.0
828710,2282355,0,8,42,1,0,1,3,1,9,0,0,11-1021,0,1,35,8,2,0,0.55,0.6,1.0
828711,2282356,0,1,6,2,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,1.14,1.15,1.0
828711,2282357,0,2,8,1,0,4,1,7,1,2,0,00-0000,0,5,0,1,2,0,1.51,1.47,1.0
828711,2282358,0,3,13,2,0,4,1,7,1,5,0,00-0000,0,5,0,1,2,0,0.42,0.48,1.0
828711,2282359,0,4,13,2,0,4,1,7,1,5,0,00-0000,0,5,0,8,2,0,1.24,1.23,1.0
